Bishoujo Senshi Sailor Moon SuperS – Zenin Sanka!! Shuyaku Soudatsusen,Angel,Angel,"March 29, 1996",Unreleased,Unreleased,
Bishoujo Wrestlinger's History: Beauty Girl Wrestling,Nihon Soft System,KSS,"March 29, 1996",Unreleased,Unreleased,
Blackthorne•BlackhawkEU,Blizzard Entertainment,Interplay Entertainment,"August 11, 1995",September 1994,"February 23, 1995",
BlaZeon: The Bio-Cyborg Challenge,AI,Atlus,"July 24, 1992","October 27, 1992",Unreleased,
Block Kuzushi,OeRSTED,Planning Office Wada,"November 17, 1995",Unreleased,Unreleased,
The Blue Crystal Rod,Game Studio,Namco,"March 25, 1994",Unreleased,Unreleased,
Blue Legend Shoot!,Affect,KSS,"December 16, 1994",Unreleased,Unreleased,
The Blues Brothers,Titus Software,Titus Software,"March 26, 1993","June 1, 1993",1993,
Bomberman B-Daman,A.I.,Hudson Soft,"December 20, 1996",Unreleased,Unreleased,
Boogerman: A Pick and Flick Adventure,Interplay Entertainment,Interplay Entertainment,Unreleased,"September 15, 1995","January 25, 1996",
Bounty Sword,ITL,Pioneer LDC,"September 8, 1995",Unreleased,Unreleased,
Boxing Legends of the Ring•Chavez IIMX•Final KnockoutJP,Sculptured Software,Electro Brain,"November 5, 1993","November 1, 1993",1993,
Brain Lord,Produce,Enix,"January 29, 1994","October 1, 1994",Unreleased,
The Brainies,Titus Software,Titus Software,Unreleased,"April 2, 1996",1996,
Bram Stoker's Dracula,Psygnosis / Traveller's Tales,Sony Imagesoft,Unreleased,September 1993,1993,
Brandish,Koei,Koei,"June 25, 1994","February 28, 1995",Unreleased,
Brandish 2: The Planet Buster,Koei,Koei,"August 11, 1995",Unreleased,Unreleased,
Brandish 2 Expert,Koei,Koei,"March 15, 1996",Unreleased,Unreleased,
Brawl Brothers †•Brawl Brothers: Rival Turf! 2EU•Rushing Beat Ran: Fukusei ToshiJP,Jaleco,Jaleco,"December 22, 1992","April 13, 1993",1993,
BreakThru!,Artech Digital Entertainment,Spectrum HoloByte,Unreleased,"June 1, 1994",Unreleased,
Breath of Fire,Capcom,Capcom (JP)Square (NA),"April 3, 1993","August 10, 1994",Unreleased,
Breath of Fire II,Capcom,Capcom (JP/NA)Laguna GmbH (EU),"December 2, 1994","December 10, 1995","April 25, 1996",
Brett Hull Hockey,Radical Entertainment,Accolade,Unreleased,"January 11, 1994",1994,
Brett Hull Hockey '95,Radical Entertainment,Accolade,Unreleased,January 1995,Unreleased,
Bronkie the Bronchiasaurus,WaveQuest,Raya Systems,Unreleased,"September 26, 1995",Unreleased,
Brunswick World: Tournament of Champions,Tiertex Design Studios,THQ,Unreleased,"August 12, 1997",Unreleased,
Brutal: Paws of Fury•Brutal: Animal BurandenJP,Eurocom,GameTek,"December 22, 1994","December 6, 1994",1994,
Bubsy in Claws Encounters of the Furred Kind•Yamaneko Bubsy no DaiboukenJP,Accolade,Accolade,"June 17, 1993","May 1, 1993","October 28, 1993",
Bubsy II,Accolade,Accolade,Unreleased,October 1994,1994,
Bugs Bunny Rabbit Rampage•Bakkusu Banī Hachamecha DaibōkenJP,Viacom New Media,Sunsoft,"June 24, 1994","February 15, 1994","September 29, 1994",
Bulls vs. Blazers and the NBA Playoffs•NBA Pro Basketball: Bulls vs BlazersJP,Electronic Arts,EA Sports,"February 26, 1992","December 1, 1992",1992,
Burai: Hachigyoku no Yuushi Densetsu,Pandora Box,IGS,"January 14, 1993",Unreleased,Unreleased,
Bushi Seiryuuden: Futari no Yuusha,Game Freak,T&E Soft,"January 17, 1997",Unreleased,Unreleased,
Bust-a-Move•Puzzle Bobble: Bust-a-MoveEU•Puzzle BobbleJP,Taito,Taito,"January 13, 1995","March 1, 1995",1995,
Cacoma Knight in Bizyland•Cacoma KnightJP,SETA,SETA,"November 21, 1992","June 1, 1993",Unreleased,
Cal Ripken Jr. Baseball,Mindscape,Mindscape,Unreleased,"December 1, 1992",1993,
California Games 2,Silicon Sorcery,DTMC,"March 12, 1993","January 1, 1993",1993,
Cannon Fodder,Sensible Software,Virgin Interactive,Unreleased,Unreleased,"January 1, 1994",
Cannondale Cup,Radical Entertainment,American Softworks (Cannondale Cup) / Life Fitness Entertainment (Mountain Bike Rally),Unreleased,November 1994 (Mountain Bike Rally re-release February 1995),Unreleased,
Capcom's MVP Football,Equilibrium,Capcom,Unreleased,"October 1, 1993",Unreleased,
Capcom's Soccer Shootout •Soccer ShootoutEU•J. League Excite Stage '94JP,A-Max,Epoch Co. (JP)Capcom (NA/EU),"May 1, 1994",June 1994,1994,
Captain America and The Avengers,Mindscape,Mindscape,Unreleased,"September 1, 1993",1993,
Captain Commando,Capcom,Capcom,"March 17, 1995","August 1, 1995",1995,
Captain Novolin,Sculptured Software,Raya Systems,Unreleased,"November 2, 1992",Unreleased,
Captain Tsubasa III: Koutei no Chousen,Tecmo,Tecmo,"July 17, 1992",Unreleased,Unreleased,
Captain Tsubasa IV: Pro no Rival Tachi,Tecmo,Tecmo,"April 3, 1993",Unreleased,Unreleased,
Captain Tsubasa V: Hasha no Shōgō Campione,Tecmo,Tecmo,"December 9, 1994",Unreleased,Unreleased,
Captain Tsubasa J: The Way to World Youth,BEC,Bandai,"November 17, 1995",Unreleased,Unreleased,
Caravan Shooting Collection,Hudson Soft,Hudson Soft,"July 7, 1995",Unreleased,Unreleased,
Carrier Aces,Synergistic Software,Cybersoft,"July 28, 1995","January 1, 1995",1995,
Casper,Imagineering,Natsume,Unreleased,"December 1, 1996",1997,
Casper (Japanese game),Natsume,KSS,"March 14, 1997",Unreleased,Unreleased,
Castlevania: Dracula X•Castlevania: Vampire's KissEU•Akumajou Dracula XXJP,Konami,Konami,"July 21, 1995","September 1, 1995","February 22, 1996",
CB Chara Wars: Ushinawareta Gag,Almanic,Banpresto,"August 28, 1992",Unreleased,Unreleased,
Champions World Class Soccer,Park Place Productions,Acclaim Entertainment,"March 25, 1994",April 1994,1994,
Championship Pool•Super BilliardJP,Bitmasters,Mindscape,"June 24, 1994","November 3, 1993",1993,
The Chaos Engine•Soldiers of FortuneNA,Bitmap Brothers,Spectrum HoloByte,Unreleased,December 1993,July 1994,
Chaos Seed,Neverland,Taito,"March 15, 1996",Unreleased,Unreleased,
The Chessmaster,The Software Toolworks,Mindscape,"February 17, 1995","September 1, 1991",1992,
Chester Cheetah: Too Cool to Fool,Kaneko,Kaneko,Unreleased,"December 2, 1992",Unreleased,
Chester Cheetah: Wild Wild Quest,Kaneko,Kaneko,Unreleased,"March 1, 1994",Unreleased,
Chibi Maruko-chan: Harikiri 365-Nichi no Maki,SAS Sakata,"Epoch Co., Ltd.","December 13, 1991",Unreleased,Unreleased,
Chibi Maruko-chan: Mezase! Minami no Island!!,Konami,Konami,"December 1, 1995",Unreleased,Unreleased,
Chinhai,Pixel,Banpresto,"September 22, 1995",Unreleased,Unreleased,
Chō Aniki: Bakuretsu Rantouden,Bits Laboratory,NCS,"September 22, 1995",Unreleased,Unreleased,
Chō Genjin 2,A.I. Company Ltd.,Hudson Soft,"July 28, 1995",Unreleased,Unreleased,
Chō Mahou Tairiku WOZZ,Red Company,Bullet-Proof Software,"August 4, 1995",Unreleased,Unreleased,
Choplifter III,Beam Software,Extreme Entertainment Group,"September 9, 1994","January 1, 1994",1994,
Chrono Trigger,Square,Square,"March 11, 1995","August 11, 1995",Unreleased,
Chuck Rock,Core Design,Sony Imagesoft,Unreleased,"November 1, 1992",1992,
Civilization,Microprose,Koei,"October 7, 1994","June 30, 1995",Unreleased,
Classic Road,Opera House,Victor Interactive Software,"October 29, 1993",Unreleased,Unreleased,
Classic Road II,Opera House,Victor Interactive Software,"February 24, 1995",Unreleased,Unreleased,
ClayFighter,Visual Concepts,Interplay Entertainment,Unreleased,"November 30, 1993","May 26, 1994",
ClayFighter: Tournament Edition,Visual Concepts,Interplay Entertainment,Unreleased,"May 14, 1994",Unreleased,
ClayFighter 2: Judgment Clay,Interplay Entertainment,Interplay Entertainment,Unreleased,"January 1, 1995","May 23, 1995",
Claymates,Visual Concepts,Interplay Entertainment,Unreleased,March 1994,"November 20, 1993",
Cliffhanger,Malibu Interactive,Sony Imagesoft,Unreleased,"October 25, 1993",1993,
Clock Tower,Human Entertainment,Human Entertainment,"September 14, 1995",Unreleased,Unreleased,
ClockWorks,Axes Art Amuse,Tokuma Shoten,"December 8, 1995",Unreleased,Unreleased,
Clue,Sculptured Software,Parker Brothers,Unreleased,"July 1, 1992",Unreleased,
College Football USA '97: The Road to New Orleans,Black Pearl Software,EA Sports,Unreleased,"December 1, 1996",Unreleased,
College Slam,Iguana Entertainment,Acclaim Entertainment,Unreleased,"January 31, 1996",Unreleased,
Columns,Marigul Management,Media Factory,"August 1, 1999",Unreleased,Unreleased,
The Combatribes,Technōs Japan,Technōs Japan (JP)American Technōs (NA),"December 23, 1992","March 1, 1993",Unreleased,
Computer Nouryoku Kaiseki: Ultra Baken,Culture Brain,Culture Brain,"May 26, 1995",Unreleased,Unreleased,
Congo's Caper †•Tatakae Genshijin 2: Rookie no BoukenJP,Data East,Data East,"December 18, 1992","May 1, 1993",1993,
Contra III: The Alien Wars †•Super Probotector: Alien RebelsEU•Contra SpiritsJP,Konami,Konami,"February 28, 1992","April 6, 1992","November 19, 1992",
Conveni Wars Barcode Battler Senki: Super Senshi Shutsugeki Seyo!,SAS Sakata,Epoch Co.,"May 14, 1993",Unreleased,Unreleased,
Cool Spot,Virgin Interactive,Virgin Interactive,"December 10, 1993","September 1, 1993","February 24, 1994",
Cool World,Ocean Software,Ocean Software,Unreleased,"February 1, 1993",1992,
Coron Land,Aroma,Yumedia,"August 25, 1995",Unreleased,Unreleased,
Cosmo Gang the Puzzle,Namco,Namco,"February 26, 1993",Unreleased,Unreleased,
Cosmo Gang the Video,Namco,Namco,"October 29, 1992",Unreleased,Unreleased,
Cosmo Police Galivan II: Arrow of Justice,Cream,Nichibutsu,"June 11, 1993",Unreleased,Unreleased,
Crayon Shin-chan: Arashi wo yobu Enji,Sun L,Bandai,"July 30, 1993",Unreleased,Unreleased,
Crayon Shin-chan 2: Daimaou no Gyakushuu,Sun L,Bandai,"May 27, 1994",Unreleased,Unreleased,
Crayon Shin-chan: Osagusu Dobon,AIM,Bandai,"September 27, 1996",Unreleased,Unreleased,
Crystal Beans From Dungeon Explorer,Birthday,Hudson Soft,"October 27, 1995",Unreleased,Unreleased,
Cu-On-Pa,T&E Soft,T&E Soft,"December 20, 1996",Unreleased,Unreleased,
Cutthroat Island,Software Creations (UK),Acclaim Entertainment,Unreleased,"March 1, 1996",1996,
Cyber Knight,Advance Communication Company,Tonkin House,"October 30, 1992",Unreleased,Unreleased,
Cyber Knight II: Chikyuu Teikoku no Yabou,Group SNE,Tonkin House,"August 26, 1994",Unreleased,Unreleased,
Cyber Spin•Shinseiki GPX: Cyber FormulaJP,Takara,Takara,"March 19, 1992","November 1, 1992",Unreleased,
Cybernator•Juusou Kihen ValkenJP,Masaya,Masaya (JP)Konami (NA)Palcom Software (EU),"December 18, 1992","April 4, 1993",1993,
Cyborg 009,BEC,Bandai,"February 25, 1994",Unreleased,Unreleased,
Daffy Duck: The Marvin Missions,ICOM Simulations,Sunsoft,Unreleased,"October 1, 1993","April 28, 1994",
Daibakushou Jinsei Gekijou,Taito,Taito,"December 25, 1992",Unreleased,Unreleased,
Daibakushou Jinsei Gekijou: Dokidoki Seishun,Taito,Taito,"July 30, 1993",Unreleased,Unreleased,
Daibakushou Jinsei Gekijou: Ooedo Nikki,Taito,Taito,"November 25, 1994",Unreleased,Unreleased,
Daibakushou Jinsei Gekijou: Zukkoke Salary Man Hen,Taito,Taito,"December 29, 1995",Unreleased,Unreleased,
Daikaijuu Monogatari,Birthday,Hudson Soft,"December 22, 1994",Unreleased,Unreleased,
Daikaijuu Monogatari 2,AIM,Hudson Soft,"August 2, 1996",Unreleased,Unreleased,
Daisenryaku Expert,SystemSoft Alpha,ASCII,"September 25, 1992",Unreleased,Unreleased,
Daisenryaku Expert WWII: War in Europe,SystemSoft Alpha,ASCII,"August 30, 1996",Unreleased,Unreleased,
Darius Twin,Taito,Taito,"March 29, 1991","November 30, 1991","April 22, 1993",
Dark Half [ja],West One,Enix,"May 31, 1996",Unreleased,Unreleased,
Dark Kingdom,Telenet Japan,Telenet Japan,"April 29, 1994",Unreleased,Unreleased,
Dark Law: Meaning of Death,SAS Sakata,ASCII,"March 28, 1997",Unreleased,Unreleased,
Date Kimiko no Virtual Tennis,Jorudan,Yanoman,"May 13, 1994",Unreleased,Unreleased,
David Crane's Amazing Tennis,David Crane,Absolute Entertainment,"December 18, 1992","November 5, 1992",1992,
Daze Before Christmas,Funcom,Sunsoft,Unreleased,Cancelled,"November 1, 1994",
Deae Tonosama Appare Ichiban,Sunsoft,Sunsoft,"March 31, 1995",Unreleased,Unreleased,
Dear Boys,Kan's,Yutaka,"October 28, 1994",Unreleased,Unreleased,
The Death and Return of Superman,Blizzard Entertainment,Sunsoft,Unreleased,"August 1, 1994",November 1994,
Death Brade,I'Max,I'Max,"July 16, 1993",Unreleased,Unreleased,
Dekitate High School,C-Lab,Bullet-Proof Software,"July 7, 1995",Unreleased,Unreleased,
Demolition Man,Virgin Interactive,Acclaim Entertainment,Unreleased,"August 1, 1995","September 28, 1995",
Demon's Crest•Demon's Blazon Makaimura Monshō-henJP,Capcom,Capcom,"October 21, 1994","November 1, 1994","March 1, 1995",
Dennis the Menace•DennisEU,Ocean Software,Ocean Software,Unreleased,"December 1, 1993",1993,
Der Langrisser,NCS,NCS,"June 30, 1995",Unreleased,Unreleased,
Derby Jockey: Kishu Ou heno Michi,Graphic Research,Asmik Ace Entertainment,"March 18, 1994",Unreleased,Unreleased,
Derby Jockey 2,Graphic Research,Asmik Ace Entertainment,"September 29, 1995",Unreleased,Unreleased,
Derby Stallion II,ASCII,ASCII,"February 18, 1994",Unreleased,Unreleased,
Derby Stallion III,ASCII,ASCII,"January 20, 1995",Unreleased,Unreleased,
Derby Stallion '96,ASCII,ASCII,"March 15, 1996",Unreleased,Unreleased,
Derby Stallion '98,Nintendo,Nintendo,"September 1, 1998",Unreleased,Unreleased,
Desert Strike: Return to the Gulf,Visual Concepts,Electronic Arts,"March 26, 1992","October 1, 1992",1992,
