ESPN International Track & Field•International Track & Field: Summer Games EU•Ganbare Nippon! Olympic 2000 JP,No,—,Konami,Konami,"July 13, 2000 (JP)October 3, 2000 (NA)September 8, 2000 (EU)",,,,No
ESPN National Hockey Night,No,—,Konami,Konami,"March 15, 2001 (NA)",,,,No
Evel Knievel,Yes,—,Tarantula Studios,Rockstar Games NATake 2 Interactive EU,"December 1, 1999 (NA) October 1, 1999 (EU)",,,,No
Extreme Ghostbusters,No,—,Magic Pockets,Light and Shadow Production,"May 30, 2001 (EU)",,,,No
Extreme Sports with the Berenstain Bears,No,—,Magnin & Associates,Sound Source Interactive,"November 1, 2000 (NA/EU)",,,,No
The F.A. Premier League Stars 2001•Bundesliga Stars 2001 DE•LNF Stars 2001 ITA,No,—,Krisalis Software,THQ,"June 29, 2001 (EU)",,,,No
F1 Championship Season 2000,No,—,Tiertex,EA Sports,"December 19, 2000 (EU)",,,,No
F1 Racing Championship,No,—,Ubisoft,Video System,"November 10, 2000 (EU)",,,,No
F-1 World Grand Prix,No,—,Video System,Video System,"October 1, 2000 (JP)2000 (EU)",,,,No
F1 World Grand Prix II,No,—,ITL,Konami NA/EU>Video System JP,"February 24, 2000 (JP)January 1, 2000 (NA, EU)",,,,No
F-18 Thunder Strike,No,—,Morning Star Multimedia,Majesco NATake 2 Interactive EU,"May 1, 2000 (NA, EU)",,,,No
Fairy Kitty no Kaiun Jiten: Yousei no Kuni no Uranai Shugyou,Yes,—,TOSE,Imagineer,"December 11, 1998 (JP)",,,,No
Ferret Monogatari: Watashi no Okini Iri,No,—,Culture Brain,Culture Brain,"April 28, 2000 (JP)",,,,No
FIFA 2000,Yes,—,Tiertex,THQ NAEA Sports EU,"November 30, 1999 (NA, EU)",,,,No
The Fish Files,No,—,7th Sense,Microids,"November 29, 2001 (NA)November 30, 2001 (EU)",,,,No
Fisher Price Rescue Heroes Fire Frenzy,No,—,Engine Software,Mattel Interactive,"November 7, 2000 (NA)",,,,No
Fix & Foxi - Episode 1: Lupo,No,—,Similis,Ravensburger Interactive Media,"November 1, 2000 (EU)",,,,No
The Flintstones: Burgertime in Bedrock•Familie Feuerstein: Burgertime in Bedrock DE,No,—,Conspiracy Entertainment,Classified Games NASwing! Entertainment Media AG DE,"May 30, 2001 (NA)",,,,No
Flipper and Lopaka,No,—,Planet Interactive,Ubisoft,"March 16, 2001 (EU)",,,,No
Force 21,No,—,The Code Monkeys,Red Storm Entertainment,"December 1, 2000 (NA)",,,,No
Formula One 2000,No,—,Tarantula Studios,Take 2 Interactive,"December 18, 2000 (NA)",,,,No
Fort Boyard,No,—,Microids,Microids,"November 9, 2001 (EU)",,,,No
Frogger,Yes,—,Morning Star Multimedia,Majesco,"December 31, 1998 (NA)1997 (EU)",,,,No
Frogger 2,No,—,Game Titan,Hasbro Interactive,"September 23, 2000 (NA)",,,,No
From TV Animation One Piece: Yume no Luffy Kaizokudan Tanjou!,Yes,—,Alpha Unit,Banpresto,"April 27, 2001 (JP)",,,,No
From TV Animation One Piece: Maboroshi no Grand Line Boukenki!,Yes,—,Alpha Unit,Banpresto,"June 28, 2002 (JP)",,,,No
Front Row,No,—,KID,KID,"October 1, 1999 (JP)",,,,No
Fushigi no Dungeon: Fuurai no Shiren GB2: Sabaku no Majou,No,—,ChunSoft,ChunSoft,"July 27, 2001 (JP)",,,,No
Gaia Master Duel: Card Attackers,No,—,,Capcom,"June 29, 2001 (JP)",,,,No
Gakkyuu Ou Yamazaki,Yes,—,,Koei,"May 29, 1999 (JP)",,,,No
Gakuen Battle Fishers: Yoky Shiimono wa Tsure,No,—,Konami,Konami,"March 30, 2000 (JP)",,,,No
Galaga: Destination Earth,No,—,Pipe Dream Interactive,Hasbro Interactive,"September 25, 2000 (NA)",,,,No
Game Boy Wars 2,Yes,—,Hudson,Hudson,"November 20, 1998 (JP)",,,,No
Game Boy Wars 3,No,—,Hudson,Hudson,"August 30, 2001 (JP)",,,,No
Game Conveni 21,Yes,—,,Starfish,"May 19, 2000 (JP)",,,,No
Game & Watch Gallery 2•Game Boy Gallery 3 AU,Yes,—,TOSE,Nintendo,"November 20, 1998 (NA, EU)",,,,Yes
Game & Watch Gallery 3•Game Boy Gallery 3 JP•Game Boy Gallery 4 AU,Yes,—,TOSE,Nintendo,"April 8, 1999 (JP)December 6, 1999 (NA)February 1, 2000 (EU)",,,,Yes
Ganbare Goemon: Mononoke Dōchū Tobidase Nabe-Bugyō!,Yes,—,Konami,Konami,"December 16, 1999 (JP)",,,,No
Ganbare Goemon: Seikūshi Dynamites Arawaru!!,No,—,Konami,Konami,"December 21, 2000 (JP)",,,,No
Ganbare Goemon: Tengu-tou no Gyakushuu!,Yes,—,TOSE,Konami,"January 14, 1999 (JP)",,,,No
GB Harobots,No,—,Sunrise Interactive,Sunrise Interactive,"December 1, 2000 (JP)",,,,No
Gensoumaden Saiyuuki: Sabaku no Shikami,No,—,,J-Wing,"March 23, 2001 (JP)",,,,No
Gessou! Dangun Racer Onsoku Buster: Dangun Tama,No,—,,Imagineer,"October 12, 2001 (JP)",,,,No
Get Mushi Club: Minna no Konchuu Daizukan,Yes,Rumble Pak,Jaleco Entertainment,Jaleco Entertainment,"August 13, 1999 (JP)",,,,No
Gex: Enter the Gecko,Yes,—,David A. Palmer Productions,Crave Entertainment NAInterplay Entertainment EU,"December 1, 1998 (NA, EU)",,,,No
Gex 3: Deep Pocket Gecko•Gex 3: Deep Cover Gecko EU,No,—,David A. Palmer Productions,Eidos Interactive,"November 15, 1999 (NA)2000 (EU)",,,,No
Ghosts 'n Goblins,Yes,—,Digital Eclipse,Capcom,"January 1, 2000 (NA)August 24, 2001 (EU)",,,,No
Gift•Gifty DE,No,—,Cryo Interactive,Cryo Interactive,"August 31, 2001 (EU)",,,,No
Gobs of Games•Games Frenzy EU,No,—,2N Productions,The 3DO Company,"September 1, 2000 (NA, EU)",,,,No
Godzilla: The Series,Yes,—,Crawfish Interactive,Crave Entertainment,"December 1, 1999 (NA)March 1, 2000 (EU)",,,,No
Godzilla: The Series - Monster Wars,No,—,Crawfish Interactive,Crave Entertainment,"November 20, 2000 (NA, EU)",,,,No
Gold and Glory: The Road to El Dorado,No,—,Planet Interactive,Ubi Soft,"April 30, 2000 (NA)August 4, 2000 (EU)",,,,No
Golf Daisuki,Yes,—,KID,KID,"October 29, 1999 (JP)",,,,No
Golf Ou: The King of Golf,Yes,—,Digital Kids,Digital Kids,"July 16, 1999 (JP)",,,,No
Gonta no Okiraku Daibouken,No,—,,Lay-Up,"September 29, 2000 (JP)",,,,No
Goraku Ou Tango!,Yes,—,,J-Wing,"February 11, 2000 (JP)",,,,No
Grandia: Parallel Trippers,No,—,Game Arts,Hudson,"December 22, 2000 (JP)",,,,No
Grand Theft Auto,Yes,—,Tarantula Studios,Rockstar Games,"November 22, 1999 (NA)October 1, 1999 (EU)",,,,No
Grand Theft Auto 2,No,—,Tarantula Studios,Rockstar Games,"December 1, 2000 (NA)November 10, 2000 (EU)",,,,No
Gran Duel: Shinki Dungeon no Hihou,No,—,Studio VeX,Bottom Up,"December 10, 1999 (JP)",,,,No
The Great Battle POCKET,Yes,—,Alpha Unit,Banpresto,"December 3, 1999 (JP)",,,,No
Gremlins: Unleashed!,No,—,Planet Interactive,Light and Shadow Production,"September 23, 2001 (EU)",,,,No
The Grinch,No,—,Konami,Konami,"November 22, 2000 (JP)November 24, 2000 (NA, EU)",,,,No
Guruguru Garakutas,Yes,—,Multimedia Intelligence Transfer,Atlus,"September 10, 1999 (JP)",,,,No
Guruguru Town Hanamaru-kun,No,—,,J-Wing,"April 27, 2001 (JP)",,,,No
Gute Zeiten Schlechte Zeiten Quiz,No,—,Software 2000,Software 2000,"May 1, 2000 (DE)",,,,No
Gyouten Ningen Batseelor: Doctor Guy no Yabou,No,—,,Konami,"November 1, 2001 (JP)",,,,No
Halloween Racer,No,—,Visual Impact,Microids,"January 1, 1999 (EU)",,,,No
Hamster Club,Yes,—,Nekogumi,Jorudan,"October 29, 1999 (JP)",,,,No
Hamster Club 2,Yes,—,Nekogumi,Jorudan,"December 15, 2000 (JP)",,,,No
Hamster Club: Awasete Chuu,No,—,Nekogumi,Jorudan,"September 22, 2000 (JP)",,,,No
Hamster Club: Oshiema Chuu,No,—,Nekogumi,Jorudan,"September 21, 2001 (JP)",,,,No
Hamster Monogatari GB + Magi Ham Mahou no Shoujo,No,—,,Culture Brain,"August 9, 2002 (JP)",,,,No
Hamster Paradise,Yes,—,Shimada Kikaku,Atlus,"February 26, 1999 (JP)",,,,No
Hamster Paradise 2,No,—,Digital Kids,Atlus,"March 17, 2000 (JP)",,,,No
Hamster Paradise 3,No,—,Digital Kids,Atlus,"December 15, 2000 (JP)",,,,No
Hamster Paradise 4,No,—,Digital Kids,Atlus,"September 28, 2001 (JP)",,,,No
Hamtaro: Tomodachi Daisakusen Dechu,No,—,Pax Softonica,Nintendo,"September 8, 2000 (JP)",,,,No
Hamtaro: Ham-Hams Unite!•Tottoko Hamtaro 2: Hamchans Daishuugou Dechu JP,No,—,Pax Softonica,Nintendo,"April 21, 2001 (JP)October 28, 2002 (NA)January 10, 2003 (EU)",,,,No
Hanasaka Tenshi Tenten-kun no Beat Breaker,Yes,—,ITL,Konami,"April 28, 1999 (JP)",,,,No
Hana Yori Dango: Another Love Story,No,—,,TDK Core,"July 27, 2001 (JP)",,,,No
Hands of Time,No,—,Mirage,Titus Software,"October 2, 2001 (NA)June 29, 2001 (EU)",,,,No
Harley-Davidson: Race Across America,No,—,Running Dog Software,WizardWorks,"December 22, 2000 (NA)",,,,No
Harry Potter and the Chamber of Secrets,No,—,Griptonite Games,Electronic Arts,"November 5, 2002 (NA)November 15, 2002 (EU)",,,,No
Harry Potter and the Philosopher's Stone•Harry Potter to Kenja no Ishi JP,No,—,Griptonite Games,Electronic Arts NA/EUEA Victor JP,"December 1, 2001 (JP)November 15, 2001 (NA)November 16, 2001 (EU)",,,,No
Harvest Moon GBC•Harvest Moon GB EU,Yes,—,TOSE,Natsume NANintendo EU,"November 1, 1999 (NA)1999 (EU)",,,,Yes
Harvest Moon 2 GBC•Bokujo Monogatari 2 GB JP,Yes,—,Victor Interactive Software,Victor Interactive Software JPNatsume NAUbisoft EU,"August 6, 1999 (JP)November 7, 2000 (NA)March 30, 2001 (EU)",,,,Yes
Harvest Moon 3 GBC•Bokujo Monogatari GB3: Boy Meets Girl JP,No,—,Victor Interactive Software,Victor Interactive Software JPNatsume NA,"September 29, 2000 (JP)November 14, 2001 (NA)",,,,Yes
Hello Kitty's Cube Frenzy,Yes,—,Torus Games,NewKidCo,"December 28, 1999 (NA)March 30, 2001 (EU)",,,,No
Hello Kitty no Beads Koubou,Yes,—,,Imagineer,"July 17, 1999 (JP)",,,,No
Hello Kitty no Happy House,No,—,,MTO,"March 2, 2002 (JP)",,,,No
Hello Kitty no Magical Museum,Yes,—,Atelier Double,Imagineer,"April 28, 1999 (JP)",,,,No
Hello Kitty no Sweet Adventure: Daniel-kun ni Aitai,Yes,—,TOSE,Imagineer,"July 19, 2000 (JP)",,,,No
Hello Kitty to Dear Daniel no Dream Adventure,No,—,TOSE,Imagineer,"April 14, 2001 (JP)",,,,No
Hercules: The Legendary Journeys,No,—,Titus Software,Titus Software,"April 1, 2002 (NA)September 14, 2001 (EU)",,,,No
Heroes of Might and Magic,No,—,KnowWonder,The 3DO Company,"April 29, 2000 (NA)October 20, 2000 (EU)",,,,No
Heroes of Might and Magic II,No,—,KnowWonder,The 3DO Company,"December 1, 2000 (NA)March 16, 2001 (EU)",,,,No
Hero Hero-kun,No,—,TOSE,Imagineer,"February 9, 2001 (JP)",,,,No
Hexcite: The Shapes of Victory•Global HexCite JP,Yes,—,Landwarf,Ubi Soft NA/EUNEC Interchannel JP,"October 21, 1998 (JP)January 10, 1999 (NA, EU)",,,,No
Hiryuu no Ken Retsuden GB,No,—,,Culture Brain,"December 22, 2000 (JP)",,,,No
Hissatsu Pachinko Boy: CR Monster House,No,—,,Sunsoft,"March 31, 2000 (JP)",,,,No
Hole in One Golf•Golf de Oha Suta JP,Yes,Rumble Pak,Natsume,Epoch JPNatsume NA,"April 23, 1999 (JP)August 30, 1999 (NA)",,,,No
Hollywood Pinball,Yes,—,Tarantula Studios,Take-Two Interactive EUStarfish JP,"December 23, 1999 (JP)1999 (EU)",,,,No
Honkaku 4 Ninda Mahjong: Mahjong Ou,Yes,—,Warashi,Warashi,"February 19, 1999 (JP)",,,,No
Honkaku Hanafuda GB,No,—,,Altron,"February 24, 2000 (JP)",,,,No
Honkaku Shougi: Shougi Ou,Yes,—,Warashi,Warashi,"November 13, 1998 (JP)",,,,No
Honkaku Taisen Shougi Ayumu,Yes,—,,Culture Brain,"February 18, 2000 (JP)",,,,No
Hot Wheels: Stunt Track Driver,Yes,—,Lucky Chicken Games,Mattel Interactive,"January 1, 2000 (NA)June 1, 2000 (EU)",,,,No
Hoyle Card Games,No,—,Sandbox Interactive,Sierra On-Line,"December 1, 2000 (NA)",,,,No
Hoyle Casino,No,—,Pulsar Interactive,Sierra On-Line,"October 24, 2000 (NA)",,,,No
Hugo 2½,Yes,—,Bit Managers,Infogrames,"January 1, 1999 (DE)",,,,Yes
Hugo: Black Diamond Fever,No,—,ITE Media,ITE Media,"December 7, 2001 (EU)",,,,No
Hugo: The Evil Mirror,No,—,ITE Media,ITE Media,"May 2, 2002 (EU)",,,,No
Hunter X Hunter: Hunter no Keifu,No,—,Konami,Konami,"June 15, 2000 (JP)",,,,No
Hunter X Hunter: Kindan no Hihou,No,—,ITL,Konami,"April 12, 2001 (JP)",,,,No
Hype: The Time Quest,No,—,Planet Interactive,Ubi Soft,"September 15, 2000 (EU)",,,,No
Ide Yosuke no Mahjong Kyoushitsu GB,No,—,,Athena,"June 30, 2000 (JP)",,,,No
Indiana Jones and the Infernal Machine,No,—,HotGen,THQ,"March 22, 2001 (NA)May 4, 2001 (EU)",,,,No
Inspector Gadget: Operation Madkactus,No,—,RFX Interactive,Ubi Soft,"March 1, 2001 (NA)December 1, 2000 (EU)",,,,No
International Karate 2000,No,—,Studio 3,Studio 3,"November 24, 2000 (EU)",,,,No
International Rally•Cross Country Racing EU•It's a World Rally JP,Yes,—,Konami,Konami,"May 13, 1999 (JP)September 1, 2000 (NA, EU)",,,,No
International Superstar Soccer '99•World Soccer GB2 JP,Yes,—,Konami,Konami,"June 24, 1999 (JP)January 1, 2000 (NA)May 15, 1999 (EU)",,,,No
International Superstar Soccer 2000•World Soccer GB 2000 JP,No,—,Konami,Konami,"July 6, 2000 (JP)December 1, 2000 (NA)September 15, 2000 (EU)",,,,No
International Track & Field•Hyper Olympic Track & Field GB JP,Yes,—,Konami,Konami,"July 1, 1999 (JP)January 19, 2000 (NA)November 1, 1999 (EU)",,,,No
Itsudemo Pachinko GB: CR Monster House,No,—,Graphic Research,Tamsoft,"July 4, 2000 (JP)",,,,No
Jagainu-kun,No,—,Pack-In-Video,Victor Interactive Software,"March 24, 2000 (JP)",,,,No
Jankyuusei: Cosplay ★ Paradise,No,—,,élf,"April 27, 2001 (JP)",,,,No
Janosch: Das grosse Panama-Spiel,No,—,NEON Software GmbH,Infogrames,"January 1, 1999 (DE)",,,,No
Jaguar Mishin Sashi Senyou Soft: Mario Family,No,Jaguar's JN-100/JN-2000 sewing machines,Natsume,Jaguar,"August 27, 2001 (JP)",,,,No
Jeff Gordon XS Racing,Yes,—,Natsume,ASC Games,"November 11, 1999 (NA)",,,,No
Jeremy McGrath Supercross 2000,No,—,M4 Entertainment,Acclaim Sports,"April 6, 2000 (NA)November 24, 2000 (EU)",,,,No
Jet de Go!: Let's go by Airliner,No,—,,Altron,"October 27, 2000 (JP)",,,,No
Jim Henson's Bear in the Big Blue House,No,—,Ubi Soft,Ubi Soft,"March 21, 2002 (NA)2001 (EU)",,,,No
Jim Henson's Muppets,No,—,Tarantula Studios,Take 2 Interactive,"April 1, 2000 (NA)March 1, 2000 (EU)",,,,No
Jimmy White's Cue Ball,No,—,Vicarious Visions,Vatical Entertainment,"December 22, 2000 (EU)",,,,No
Jinsei Game: Tomedachi Takusan Tsukurouyo!,Yes,—,Alpha Unit,Takara,"April 23, 1999 (JP)",,,,No
Jissen ni Yakudatsu Tsumego,No,—,Pony Canyon,Pony Canyon,"August 11, 2000 (JP)",,,,No
J.League Excite Stage GB,No,—,Art,Epoch,"August 13, 1999 (JP)",,,,No
J.League Excite Stage Tactics,No,—,,Epoch,"July 20, 2001 (JP)",,,,No
Jisedai Begoma Battle Beyblade,No,—,Rokumendo,Hudson,"July 23, 1999 (JP)",,,,No
John Romero's Daikatana,No,—,"Will Co., Ltd.",Kemco,"May 1, 2001 (JP)Cancelled (NA)September 29, 2000 (EU)",,,,No
Joryuu Janshi ni Chousen GB: Watashitachi ni Chousen Shitene,Yes,—,,Culture Brain,"December 17, 1999 (JP)",,,,No
JumpStart: Dino Adventure Field Trip,No,—,Digital Illusions,Knowledge Adventure,"October 18, 2001 (NA)",,,,No
The Jungle Book: Mowgli's Wild Adventure,No,—,Ubisoft,Ubisoft,"November 20, 2000 (NA)December 1, 2000 (EU)",,,,No
Juukou Senki Bullet Battlers,Yes,—,KCEK,Konami,"October 21, 1999 (JP)",,,,No
Kaijin Zona,Yes,—,Vistec,Nintendo,"October 21, 2000 (JP)",,,,No
Kaitei Densetsu!! Treasure World,Yes,—,Nexus Interact,Dazz,"August 11, 2000 (JP)",,,,No
Kakurenbo Battle Monster Tactics,No,—,,Nintendo,"November 21, 2000 (JP)",,,,No
Kakutou Ryouri Densetsu Bistro Recipe: Gekitou ★ Foodon Battle Hen,Yes,—,Red 5 Software,Banpresto,"October 8, 1999 (JP)",,,,No
Kakutou Ryouri Densetsu Bistro Recipe: Kettou ★ Bistgarm Hen,Yes,—,Red 5 Software,Banpresto,"December 10, 1999 (JP)",,,,No
Kandume Monsters Parfait,Yes,—,Airsystem Tokyo,Starfish,"June 4, 1999 (JP)",,,,No
Kanji Boy,Yes,—,,J-Wing,"June 3, 1999 (JP)",,,,No
Kanji Boy 2,Yes,—,,J-Wing,"June 30, 2000 (JP)",,,,No
Kanji Boy 3,No,—,J-Wing,J-Wing,"June 5, 2003 (JP)",,,,No
Kanji de Puzzle,Yes,—,,MTO,"April 28, 2000 (JP)",,,,No
Käpt'n Blaubär: Die Verrückte Schatzsuche,No,—,Shin'en,Ravensburger Interactive Media,"January 10, 2001 (DE)",,,,No
Karamuchou wa Oosawagi!: Okawari!,Yes,—,Starfish,Starfish,"August 1, 2000 (JP)",,,,No
Karamuchou wa Oosawagi!: Porinkiis to Okashina Nakamatachi,Yes,—,Starfish,Starfish,"December 11, 1998 (JP)",,,,No
Karan Koron Gakuen: Hanafuda Mahjong,No,—,,J-Wing,"July 28, 2000 (JP)",,,,No
Kaseki Sousei Reborn II: Monster Digger,Yes,—,Starfish,Starfish,"February 12, 1999 (JP)",,,,No
Katou Ichi-Ni-San Kudan: Shougi Kyoushitsu,Yes,—,,Culture Brain,"April 9, 2000 (JP)",,,,No
Kawaii Pet Shop Monogatari,Yes,—,,Taito,"September 23, 1999 (JP)",,,,No
Kawaii Pet Shop Monogatari 2,Yes,—,Taito,Taito,"December 22, 2000 (JP)",,,,No
Keep the Balance,No,—,Karma Studios,JoWooD Productions,"November 2, 2001 (EU)",,,,No
Keibajou he Gyoukou! Wide,Yes,—,,Hect,"April 28, 2000 (JP)",,,,No
Keitai Denju Telefang: Power Version,Yes,—,Natsume,Smilesoft,"November 3, 2000 (JP)",,,,No
Keitai Denju Telefang: Speed Version,Yes,—,Natsume,Smilesoft,"November 3, 2000 (JP)",,,,No
Kelly Club: Clubhouse Fun•Shelly Club EU,No,—,Vicarious Visions,Vivendi Universal Games,"October 31, 2001 (NA, EU)",,,,No
Ken Griffey Jr.'s Slugfest,No,—,Software Creations,Nintendo,"June 1, 1999 (NA)",,,,No
Ketto Transformers Beast Wars: Beast Senshi Saikyo Ketteisen,Yes,—,Transformer Production Company Inc.,Takara,"March 19, 1999 (JP)",,,,No
Kidou Senkan Nadesico: Ruri Ruri Mahjong,No,—,Studio Saizensen,King Records,"December 24, 1999 (JP)",,,,No
Kindaichi Shounen no Jikenbo: 10nenme no Shoutaijou,Yes,—,Aspect,Banpresto,"December 16, 2000 (JP)",,,,No
Kinniku Banzuke GB: Chousensha wa Kimida!,Yes,—,KCE Sapporo,Konami,"November 25, 1999 (JP)",,,,No
Kinniku Banzuke GB2: Mezase! Muscle Champion,Yes,—,,Konami,"August 10, 2000 (JP)",,,,No
Kinniku Banzuke GB3: Shinseiki Survival Retsuden!,No,—,,Konami,"February 22, 2001 (JP)",,,,No
Kirby Tilt 'n' Tumble•Koro Koro Kirby JP,No,Tilt sensor,HAL Laboratory,Nintendo NAGradiente SA,"April 11, 2001 (NA, JP)",,,,No
Kirikou,No,—,Planet Interactive,Wanadoo Edition,"November 16, 2001 (EU)",,,,No
Kisekae Series 2: Oshare Nikki,No,—,,Victor Interactive Software,"March 23, 2001 (JP)",,,,No
Kisekae Series 3: Kisekae Hamster,No,—,Kouyousha,Victor Interactive Software,"December 21, 2001 (JP)",,,,No
Klax,No,—,Digital Eclipse,Midway,"April 1, 1999 (NA)",,,,No
Klustar,Yes,—,Rebellion,Infogrames,"July 1, 1999 (NA, EU)",,,,No
Knockout Kings,No,—,Digital Eclipse,EA Sports,"December 7, 1999 (NA)",,,,No
K.O.: The Pro Boxing,No,—,,Altron,"August 11, 2000 (JP)",,,,No
Koguru Guruguru: Guruguru to Nakayoshi,Yes,—,,Sting,"July 1, 2001 (JP)(Nintendo Power only)",,,,No
Konami GB Collection Vol.1,Yes,—,Konami,Konami,"January 1, 2000 (EU)",,,,No
Konami GB Collection Vol.2,Yes,—,Konami,Konami,"January 1, 2000 (EU)",,,,No
Konami GB Collection Vol.3,Yes,—,Konami,Konami,"May 1, 2000 (EU)",,,,No
Konami GB Collection Vol.4,Yes,—,Konami,Konami,"May 1, 2000 (EU)",,,,No
Konchuu Fighters,No,—,Digital Kids,Digital Kids,"July 26, 2002 (JP)",,,,No
Konchuu Hakase 2,Yes,—,J-Wing,J-Wing,"July 23, 1999 (JP)",,,,No
Konchuu Hakase 3,No,—,,J-Wing,"July 27, 2001 (JP)",,,,No
Koushien Pocket,Yes,—,Magical Company (Mahou),Magical Company (Mahou),"March 12, 1999 (JP)",,,,No
Koto Battle: Tengai no Moribito,No,—,AlphaDream,Alphastar,"March 9, 2001 (JP)",,,,Yes
KRTL: Jay und Die Spielzeugdiebe,No,—,Eclipse Entertainment,THQ,"June 30, 2000 (DE)",,,,No
The Land Before Time,No,—,Eclipse Entertainment,Conspiracy Entertainment,"July 14, 2001 (NA)June 29, 2001 (EU)",,,,No
Las Vegas Cool Hand•Cool Hand EU,Yes,—,Tarantula Studios,Take 2 Interactive,"December 1, 1998 (NA, EU)",,,,No
Laura,No,—,Planet Interactive,Ubi Soft,"December 6, 2000 (NA)December 8, 2000 (EU)",,,,No
Legend of the River King GBC•Legend of the River King GB EU,Yes,—,TOSE,Natsume,"November 23, 1999 (NA)December 14, 2000 (EU)",,,,Yes
Legend of the River King 2•Kawa no Nushi Tsuri 4 JP,Yes,Rumble Pak (JP only),Victor Interactive Software,Victor Interactive Software JPNatsume NAUbisoft EU,"July 16, 1999 (JP)April 17, 2001 (NA)March 30, 2001 (EU)",,,,Yes
The Legend of Zelda: Link's Awakening DX•Zelda no Densetsu: Yume o Miru Shima JP,Yes,—,Nintendo,Nintendo,"December 12, 1998 (JP)December 15, 1998 (NA)January 1, 1999 (EU)",,,,Yes
The Legend of Zelda: Oracle of Ages•Zelda no Densetsu: Fushigi no Ki no Mi JP,No,GBA Special Features,Flagship,Nintendo,"February 27, 2001 (JP)May 14, 2001 (NA)October 5, 2001 (EU)",,,,Yes
The Legend of Zelda: Oracle of Seasons•Zelda no Densetsu: Fushigi no Ki no Mi - Daichi no Shou JP,No,GBA Special Features,Flagship,Nintendo,"February 27, 2001 (JP)May 14, 2001 (NA)October 5, 2001 (EU)",,,,Yes
Lego Alpha Team,No,—,Climax Studios,Lego Media,"November 1, 2000 (NA, EU)",,,,No
Lego Island 2: The Brickster's Revenge,No,—,Crawfish Interactive,Lego Media,"March 30, 2001 (NA, EU)",,,,No
Lego Racers,No,—,Climax Studios,Lego Media,"December 29, 2000 (NA, EU)",,,,No
Lego Stunt Rally,No,—,Graphic State Games,Lego Media,"December 29, 2000 (NA, EU)",,,,No
Lemmings & Oh No! More Lemmings•Lemmings VS JP,No,—,J-Wing,Take 2 Interactive NAJ-Wing JP,"April 7, 2000 (JP)December 1, 2000 (NA)",,,,No
Les Visiteurs,Yes,—,Gaumont Multimedia,Ubi Soft,"November 26, 1999 (EU)",,,,No
Lil' Monster•Gem Gem Monster JP,Yes,—,KID,Agetec NAKID JP,"July 30, 1999 (JP)August 1, 2000 (NA)",,,,No
Little Magic,No,—,Altron,Altron,"November 26, 1999 (JP)",,,,No
Little Nicky,No,—,Digital Eclipse,Ubisoft,"December 1, 2000 (NA)",,,,No
Lode Runner: Domudomu Dan no Yabou,Yes,—,,XING Entertainment,"April 28, 2000 (JP)",,,,No
Lodoss Tou Senki: Eiyuu Kishiden GB,Yes,—,Tomy,Tomy,"December 11, 1998 (JP)",,,,No
Logical,No,—,Conspiracy Entertainment,Sunsoft NATHQ EU,"April 1, 1999 (NA, EU)",,,,No
Looney Tunes,Yes,—,Sunsoft,Sunsoft,"September 1, 1999 (NA, EU)",,,,No
Looney Tunes: Carrot Crazy•Bugs Bunny & Lola Bunny: Operation Carrot Patch EU,Yes,—,Bit Managers,Infogrames,"January 1, 1999 (NA)1998 (EU)",,,,No
Looney Tunes: Marvin Strikes Back!•Looney Tunes Collector: Martian Revenge! EU,No,—,Infogrames,Infogrames,"November 23, 2000 (NA, EU)",,,,No
Looney Tunes: Twouble!•Sylvester & Tweety: Breakfast on the Run EU,Yes,—,Bit Managers,Infogrames,"December 1, 1998 (NA, EU)",,,,No
Looney Tunes Collector: Alert!•Looney Tunes Collector: Martian Alert! EU•Looney Tunes Collector: Martian Quest! JP,No,—,Infogrames,Infogrames NA/EUSyscom JP,"December 14, 2001 (JP)June 24, 2000 (NA, EU)",,,,No
Looney Tunes Racing,No,—,Xantera,Infogrames,"December 1, 2000 (NA)",,,,No
Love Hina Party,No,—,,Marvelous Entertainment,"January 26, 2001 (JP)",,,,No
Love Hina Pocket,No,—,,Marvelous Entertainment,"August 4, 2000 (JP)",,,,No
Luca no Puzzle de Daibouken!,Yes,—,,Human Entertainment,"June 11, 1999 (JP)",,,,No
Lucky Luke,No,—,Infogrames,Infogrames,"July 9, 1999 (NA)May 1, 1999 (EU)",,,,No
Lucky Luke: Desperado Train,No,—,Infogrames,Infogrames,"January 1, 2000 (EU)",,,,No
Lufia: The Legend Returns•Estpolis Denki: Yomigaeru Densetsu JP,No,—,Neverland,Natsume NATaito JPUbisoft EU,"September 7, 2001 (JP)September 20, 2001 (NA)October 23, 2001 (EU)",,,,No
M&M's Mini Madness,No,—,Pipe Dream Interactive,Majesco NAJoWooD Productions EU,"December 8, 2000 (NA)September 7, 2001 (EU)",,,,No
Macross 7: Ginga no Heart o Furuwasero!!,No,—,Aisystem Tokyo,Epoch,"March 17, 2000 (JP)",,,,No
Madden NFL 2000,Yes,—,Tiertex,THQ NAEA Sports EU,"November 1, 1999 (NA)August 1, 1999 (EU)",,,,No
Madden NFL 2001,No,—,3d6 Games,EA Sports,"November 13, 2000 (NA)",,,,No
Madden NFL 2002,No,—,3d6 Games,EA Sports,"September 1, 2001 (NA)",,,,No
Magi Nation,No,—,Interactive Imagination,Interactive Imagination,"March 15, 2001 (NA)",,,,No
